sender_domain,sender_has_numbers,sender_domain_length,receiver_domain,domain_mismatch,subject_length,subject_num_exclamations,subject_num_caps,subject_has_spam_words,body_length,body_num_links,body_num_exclamations,body_has_spam_words,email_hour,email_day_of_week,label
rare-bird-ent.com,0,17,suse.de,1,63,0,7,0,2573,0,2,0,3.0,4.0,0
yourdictionary.com,0,18,gvc.ceas-challenge.cc,1,65,1,6,0,238,1,0,0,13.0,4.0,1
eschultz.com,0,12,gvc.ceas-challenge.cc,1,31,0,2,0,114,0,4,1,9.0,4.0,1
latimes.com,0,11,,1,42,0,2,0,162,1,0,0,8.0,4.0,1
gmail.com,1,9,opensuse.org,1,63,0,10,0,1851,4,0,1,12.0,4.0,0
jsonline.com,0,12,,1,35,0,3,0,170,1,0,0,8.0,4.0,1
phpmcs.com,0,10,gvc.ceas-challenge.cc,1,9,0,0,0,35,0,0,0,9.0,4.0,1
mail.cnn.com,0,12,gvc.ceas-challenge.cc,1,16,0,4,0,891,0,1,1,23.0,2.0,0
belightsoft.com,0,15,gvc.ceas-challenge.cc,1,49,0,6,0,486,1,3,1,6.0,4.0,0
alternoc.net,0,12,dreadserver.com,1,40,0,12,0,1549,0,1,1,11.0,4.0,0
democrats.org,0,13,gvc.ceas-challenge.cc,1,20,0,3,0,2647,3,0,1,5.0,4.0,0
7bytes.net,1,10,gvc.ceas-challenge.cc,1,27,0,7,0,567,0,0,1,7.0,4.0,1
convolution.nl,0,14,perl.org,1,21,0,0,0,21286,0,1,1,12.0,4.0,0
mac.com,0,7,triptracker.net,1,20,0,2,0,162,0,0,0,3.0,4.0,0
bladelogic.com,1,14,gvc.ceas-challenge.cc,1,34,0,1,0,71,1,0,0,13.0,4.0,1
list.scms.waikato.ac.nz,0,23,list.scms.waikato.ac.nz,0,32,0,4,0,1125,1,0,0,6.0,4.0,0
google.com,0,10,gvc.ceas-challenge.cc,1,39,0,1,0,610,0,0,0,13.0,4.0,1
google.com,0,10,gvc.ceas-challenge.cc,1,25,0,1,0,601,0,0,0,8.0,4.0,1
list.scms.waikato.ac.nz,0,23,list.scms.waikato.ac.nz,0,32,0,4,0,14519,11,4,1,6.0,4.0,0
latimes.com,0,11,gvc.ceas-challenge.cc,1,48,0,4,0,185,1,0,0,13.0,4.0,1
blakearchive.org,0,16,,1,58,0,1,0,183,1,0,0,14.0,4.0,1
cricinfo.com,0,12,gvc.ceas-challenge.cc,1,40,0,0,0,415,0,0,0,2.0,5.0,1
charter.net,0,11,opensuse.org,1,63,0,7,0,979,0,0,0,6.0,4.0,0
tlinx.org,0,9,perl.org,1,62,0,4,0,5781,0,0,1,3.0,4.0,0
3pillars.org,1,12,gvc.ceas-challenge.cc,1,27,0,7,0,569,0,0,1,7.0,4.0,1
krakow.pl,0,9,gvc.ceas-challenge.cc,1,25,0,5,0,302,1,0,0,12.0,4.0,1
firstquality.com,0,16,gvc.ceas-challenge.cc,1,32,0,4,0,411,1,1,0,12.0,4.0,1
freemail.selfip.org,0,19,gvc.ceas-challenge.cc,1,27,0,7,0,588,0,0,1,7.0,4.0,1
,0,0,gvc.ceas-challenge.cc,1,37,0,1,0,129,1,0,0,13.0,4.0,1
laglc.org,1,9,gvc.ceas-challenge.cc,1,27,0,7,0,560,0,0,1,7.0,4.0,1
bbhhh.com,1,9,gvc.ceas-challenge.cc,1,27,0,7,0,570,0,0,1,7.0,4.0,1
gmail.com,0,9,suse.de,1,63,0,7,0,335,1,0,0,3.0,4.0,0
harvardmagazine.com,0,19,gvc.ceas-challenge.cc,1,27,2,10,1,258,1,1,0,14.0,4.0,1
madisonmutual.com,0,17,gvc.ceas-challenge.cc,1,27,0,7,0,562,0,0,1,7.0,4.0,1
vbgood.com,0,10,,1,36,3,6,0,456,1,0,0,14.0,4.0,1
murrfood.com,0,12,gvc.ceas-challenge.cc,1,14,0,2,0,340,1,0,0,3.0,4.0,1
tmsusa.com,0,10,opensuse.org,1,25,0,2,0,857,0,0,0,3.0,4.0,0
sargent.co.nz,0,13,,1,29,0,2,0,3612,0,3,1,23.0,4.0,0
,0,0,gvc.ceas-challenge.cc,1,28,0,1,0,112,1,0,0,8.0,4.0,1
python.org,0,10,pobox.com,1,81,0,5,0,763,4,0,0,4.0,4.0,0
islam101.com,1,12,,1,48,0,4,0,182,1,0,0,12.0,4.0,1
radicalbuy.com,0,14,,1,42,0,6,0,3374,2,4,1,5.0,4.0,0
20.freelove4.tv,1,15,gvc.ceas-challenge.cc,1,27,0,7,0,570,0,0,1,7.0,4.0,1
clintontn.net,0,13,gvc.ceas-challenge.cc,1,41,2,2,0,179,1,1,0,12.0,4.0,1
66-168-198-143.charterga.net,1,28,gvc.ceas-challenge.cc,1,27,0,7,0,587,0,0,1,7.0,4.0,1
jacetaniasesor.com,0,18,gvc.ceas-challenge.cc,1,27,0,7,0,569,0,0,1,7.0,4.0,1
python.org,0,10,gmail.com,1,67,0,4,0,759,4,0,0,4.0,4.0,0
apcoworldwide.com,0,17,gvc.ceas-challenge.cc,1,27,0,7,0,583,0,0,1,7.0,4.0,1
1st-r8.com,1,10,gvc.ceas-challenge.cc,1,27,0,7,0,606,0,0,1,7.0,4.0,1
gmail.com,0,9,alfarrabio.di.uminho.pt,1,48,0,8,0,160,1,0,0,5.0,4.0,0
1st-r8.com,1,10,gvc.ceas-challenge.cc,1,27,0,7,0,584,0,0,1,7.0,4.0,1
gmx.net,0,7,python.org,1,81,0,5,0,919,4,1,0,13.0,4.0,0
radicaldevelopment.com,0,22,triptracker.net,1,58,0,7,0,3274,2,4,1,5.0,4.0,0
telefonica.net,0,14,opensuse.org,1,25,0,2,0,2017,0,0,0,12.0,4.0,0
esentio.com,0,11,gvc.ceas-challenge.cc,1,27,0,7,0,581,0,0,1,4.0,4.0,1
morganstanley.com,0,17,postfix.org,1,46,0,5,0,1645,2,0,1,6.0,4.0,0
orthopaedicassociates.com,0,25,gvc.ceas-challenge.cc,1,40,0,3,0,91,0,1,0,9.0,4.0,1
landgren.net,0,12,perl.org,1,60,0,12,1,13510,0,0,1,11.0,4.0,0
udel.edu,0,8,python.org,1,80,0,5,0,630,2,1,0,6.0,4.0,0
whotto.com,0,10,gvc.ceas-challenge.cc,1,29,0,1,0,114,1,2,0,20.0,4.0,1
whotto.com,0,10,gvc.ceas-challenge.cc,1,31,0,1,0,109,1,1,0,20.0,4.0,1
python.org,0,10,gmx.net,1,81,0,5,0,1397,7,1,0,3.0,4.0,0
bladelogic.com,0,14,gvc.ceas-challenge.cc,1,30,0,1,0,81,1,0,0,13.0,4.0,1
ms45.hinet.net,1,14,gvc.ceas-challenge.cc,1,52,0,1,0,73,0,3,0,9.0,4.0,1
mail.cnn.com,0,12,gvc.ceas-challenge.cc,1,16,0,4,0,880,0,0,1,13.0,2.0,0
mail.cnn.com,0,12,gvc.ceas-challenge.cc,1,16,0,4,0,654,0,0,1,11.0,4.0,0
mail.cnn.com,0,12,gvc.ceas-challenge.cc,1,16,0,4,0,700,0,0,1,14.0,4.0,0
columbiavistacorp.com,1,21,gvc.ceas-challenge.cc,1,27,0,7,0,587,0,0,1,7.0,4.0,1
aol.it,1,6,poczta.onet.pl,1,72,1,2,0,81,0,0,1,13.0,4.0,1
lnmmedia.eu,1,11,gvc.ceas-challenge.cc,1,27,0,7,0,583,0,0,1,7.0,4.0,1
ccl4.org,1,8,fisharerojo.org,1,65,0,15,1,205,0,0,0,11.0,4.0,0
bewegungsart-koeln.de,0,21,gvc.ceas-challenge.cc,1,27,0,1,0,301,1,2,0,11.0,4.0,1
park.6616.net,1,13,gvc.ceas-challenge.cc,1,27,0,7,0,548,0,0,1,7.0,4.0,1
fox.com,0,7,gvc.ceas-challenge.cc,1,27,0,7,0,570,0,0,1,7.0,4.0,1
esperi.org.uk,0,13,codemist.co.uk,1,71,0,12,0,749,0,0,1,11.0,4.0,0
netsecdesign.com,0,16,postfix.org,1,64,0,9,0,1380,1,0,0,3.0,4.0,0
dberlin.org,0,11,python.org,1,81,0,5,0,1942,10,1,0,7.0,4.0,0
cis.udel.edu,1,12,cis.udel.edu,0,38,0,8,0,3209,2,0,1,5.0,4.0,0
flexinc.com,1,11,gvc.ceas-challenge.cc,1,27,0,7,0,588,0,0,1,7.0,4.0,1
sanfara.com,1,11,gvc.ceas-challenge.cc,1,27,0,7,0,565,0,0,1,7.0,4.0,1
python.org,0,10,gmx.net,1,81,0,5,0,1501,9,2,0,4.0,4.0,0
tweddle.com,0,11,gvc.ceas-challenge.cc,1,27,0,7,0,561,0,0,1,7.0,4.0,1
databyte.com.br,1,15,gvc.ceas-challenge.cc,1,27,0,7,0,577,0,0,1,7.0,4.0,1
python.org,0,10,python.org,0,49,0,5,0,934,3,2,0,4.0,4.0,0
python.org,0,10,python.org,0,49,0,5,0,1094,2,4,0,4.0,4.0,0
asu.edu,0,7,opensuse.org,1,31,0,0,0,1763,0,0,0,4.0,4.0,0
islam101.com,1,12,,1,39,1,3,0,167,1,0,0,14.0,4.0,1
gmail.com,0,9,gmail.com,0,29,0,2,0,3643,0,3,1,23.0,4.0,0
1-daydesign.com,1,15,gvc.ceas-challenge.cc,1,26,0,1,0,72,1,1,0,19.0,4.0,1
lefbc.com,0,9,gvc.ceas-challenge.cc,1,36,0,4,0,10399,18,1,1,1.0,4.0,0
wiktionary.org,0,14,gvc.ceas-challenge.cc,1,25,0,3,0,227,1,0,0,13.0,4.0,1
history.com,0,11,gvc.ceas-challenge.cc,1,58,0,1,0,206,1,0,0,13.0,4.0,1
ualberta.ca,0,11,,1,64,1,9,0,242,1,2,0,13.0,4.0,1
hindustantimes.com,0,18,,1,41,0,3,0,218,1,0,0,13.0,4.0,1
ramkem.se,0,9,gvc.ceas-challenge.cc,1,31,0,1,0,88,0,0,0,13.0,4.0,1
cpan.org,0,8,perl.org,1,53,0,6,0,6759,0,0,0,6.0,4.0,0
merriam-webster.com,0,19,,1,49,0,4,0,180,1,1,0,13.0,4.0,1
propertyinsight.biz,0,19,gvc.ceas-challenge.cc,1,27,0,7,0,566,0,0,1,7.0,4.0,1
ntm.org,0,7,opensuse.org,1,63,0,7,0,969,1,0,0,19.0,4.0,0
columbiarecords.com,0,19,,1,43,0,1,0,174,1,5,0,13.0,4.0,1
gmail.com,0,9,engr.orst.edu,1,39,0,7,0,1621,2,0,1,20.0,4.0,0
,0,0,gvc.ceas-challenge.cc,1,21,0,1,0,106,1,0,0,7.0,4.0,1
5139.jp,1,7,gvc.ceas-challenge.cc,1,27,0,7,0,584,0,0,1,2.0,4.0,1
5139.jp,1,7,gvc.ceas-challenge.cc,1,27,0,7,0,602,0,0,1,2.0,4.0,1
abaca.com,0,9,porcupine.org,1,40,0,2,0,15692,0,0,1,3.0,4.0,0
5139.jp,1,7,gvc.ceas-challenge.cc,1,27,0,7,0,561,0,0,1,2.0,4.0,1
5139.jp,1,7,gvc.ceas-challenge.cc,1,27,0,7,0,589,0,0,1,2.0,4.0,1
gmail.com,0,9,postfix.org,1,32,0,1,0,437,0,0,0,6.0,4.0,0
jnlpro.com,0,10,gvc.ceas-challenge.cc,1,27,0,7,0,566,0,0,1,4.0,4.0,1
cc.usu.edu,0,10,opensuse.org,1,45,0,1,0,529,0,0,0,4.0,4.0,0
gmail.com,0,9,python.org,1,49,0,5,0,865,2,4,0,6.0,4.0,0
perl.org,0,8,netlabs.develooper.com,1,65,0,4,1,2975,0,0,1,0.0,4.0,0
testmich.blogdns.com,0,20,gvc.ceas-challenge.cc,1,39,0,1,0,82,1,0,0,21.0,4.0,1
issues.apache.org,0,17,spamassassin.apache.org,1,65,0,1,0,447,1,0,0,3.0,4.0,0
findingdulcinea.com,0,19,,1,67,0,10,0,207,1,1,0,12.0,4.0,1
kroma.no,0,8,gvc.ceas-challenge.cc,1,27,0,7,0,553,0,0,1,4.0,4.0,1
buyselltix.com,0,14,gvc.ceas-challenge.cc,1,25,0,5,0,213,1,1,0,14.0,4.0,1
bijie.com.cn,1,12,gvc.ceas-challenge.cc,1,27,0,7,0,568,0,0,1,4.0,4.0,1
nl.internet.com,1,15,gvc.ceas-challenge.cc,1,55,0,8,0,10762,72,0,1,3.0,4.0,0
,0,0,gvc.ceas-challenge.cc,1,30,0,1,0,105,1,0,0,7.0,4.0,1
yrrsds.org,0,10,gvc.ceas-challenge.cc,1,46,0,6,0,167,1,1,0,14.0,4.0,1
seattleyachtclub.org,0,20,gvc.ceas-challenge.cc,1,65,1,6,0,184,1,0,0,13.0,4.0,1
pemsea.org,0,10,gvc.ceas-challenge.cc,1,27,0,3,1,384,1,0,1,14.0,4.0,1
ning-chi.com.tw,0,15,gvc.ceas-challenge.cc,1,37,0,1,0,309,1,2,0,16.0,4.0,1
fastmail.fm,0,11,hotmail.com,1,14,0,1,0,375,0,0,0,21.0,4.0,0
moshier.net,0,11,gvc.ceas-challenge.cc,1,25,0,4,0,178,1,2,0,6.0,4.0,1
columbiarecords.com,0,19,,1,24,0,3,0,259,1,0,0,14.0,4.0,1
brainbot.com,0,12,gvc.ceas-challenge.cc,1,21,0,2,0,167,0,0,0,14.0,4.0,1
ning-chi.com.tw,0,15,gvc.ceas-challenge.cc,1,27,0,1,0,293,1,2,0,16.0,4.0,1
newsbusters.org,0,15,gvc.ceas-challenge.cc,1,46,0,6,0,403,1,0,0,19.0,4.0,1
defamer.com,0,11,,1,32,0,6,0,544,1,0,0,5.0,4.0,1
accused.com,0,11,gvc.ceas-challenge.cc,1,16,0,2,0,273,1,1,0,19.0,4.0,1
ij.net,0,6,opensuse.org,1,49,0,2,0,1125,1,0,0,6.0,4.0,0
2fhuh1aga.tk,1,12,gvc.ceas-challenge.cc,1,27,0,7,0,561,0,0,1,7.0,4.0,1
boston.com,0,10,gvc.ceas-challenge.cc,1,60,1,9,0,403,1,1,0,12.0,4.0,1
canterbury.ac.nz,0,16,python.org,1,75,0,9,0,694,2,0,0,23.0,4.0,0
precision-valve.com,0,19,gvc.ceas-challenge.cc,1,27,0,7,0,561,0,0,1,7.0,4.0,1
batelnet.bs,0,11,gvc.ceas-challenge.cc,1,27,0,7,0,584,0,0,1,7.0,4.0,1
moshier.net,0,11,,1,60,0,3,0,252,1,0,0,13.0,4.0,1
columbiasc.net,0,14,gvc.ceas-challenge.cc,1,44,0,5,0,185,1,0,0,20.0,4.0,1
flickr.com,0,10,,1,40,0,2,0,167,1,0,0,20.0,4.0,1
secrethousewinery.com,0,21,gvc.ceas-challenge.cc,1,41,2,2,0,198,1,0,0,20.0,4.0,1
moshier.net,0,11,gvc.ceas-challenge.cc,1,44,0,4,0,154,1,0,0,4.0,5.0,1
cantrell.org.uk,0,15,perl.org,1,28,0,2,0,852,1,0,0,11.0,4.0,0
wolfram.com,0,11,,1,43,0,1,0,161,1,2,0,20.0,4.0,1
bartleby.com,0,12,,1,60,1,10,0,374,1,0,0,14.0,4.0,1
chip.org,0,8,gvc.ceas-challenge.cc,1,62,0,10,0,308,1,0,0,6.0,4.0,1
showcaves.com,0,13,gvc.ceas-challenge.cc,1,27,0,3,1,455,1,1,0,18.0,3.0,1
monitoring.apache.org,0,21,spamassassin.apache.org,1,63,0,15,0,188,0,0,0,11.0,4.0,0
crs4.it,1,7,gvc.ceas-challenge.cc,1,34,2,8,0,255,1,0,0,13.0,4.0,1
medicinenet.com,0,15,gvc.ceas-challenge.cc,1,25,0,4,0,169,1,0,1,13.0,4.0,1
telefonica.net,0,14,opensuse.org,1,63,0,7,0,515,0,0,0,12.0,4.0,0
access.ch,0,9,triptracker.net,1,11,0,1,0,217,0,0,0,12.0,4.0,0
noelleeming.co.nz,0,17,gvc.ceas-challenge.cc,1,36,0,7,0,337,2,0,0,22.0,4.0,0
gvc.ceas-challenge.cc,0,21,,1,8,0,1,0,301,0,0,0,23.0,4.0,0
manthing.com,0,12,,1,60,1,10,0,455,1,1,0,13.0,4.0,1
monitoring.apache.org,0,21,spamassassin.apache.org,1,57,0,9,0,183,0,0,0,11.0,4.0,0
higheroctave.com,0,16,gvc.ceas-challenge.cc,1,29,0,4,0,251,1,1,1,13.0,4.0,1
openingargument.com,0,19,gvc.ceas-challenge.cc,1,55,0,1,0,189,1,0,0,12.0,4.0,1
cs.toronto.edu,0,14,,1,31,0,9,0,5789,2,0,1,3.0,4.0,0
ualberta.ca,0,11,gvc.ceas-challenge.cc,1,55,0,5,0,364,1,1,0,13.0,4.0,1
johnburnham.com,0,15,gvc.ceas-challenge.cc,1,31,0,0,0,83,1,0,0,13.0,4.0,1
gmail.com,1,9,opensuse.org,1,34,0,3,0,596,0,2,0,6.0,4.0,0
websitedesigning.com,0,20,gvc.ceas-challenge.cc,1,79,0,1,0,90,0,0,0,23.0,3.0,1
georgia.org,0,11,gvc.ceas-challenge.cc,1,34,0,5,0,179,1,0,0,14.0,4.0,1
secretcityrecords.net,0,21,,1,65,0,2,0,325,1,0,1,8.0,4.0,1
experiential-researchers.org,0,28,,1,39,1,5,0,188,1,0,0,8.0,4.0,1
worldbank.org,0,13,gvc.ceas-challenge.cc,1,26,0,4,0,403,1,1,0,14.0,4.0,1
nwi.net,0,7,opensuse.org,1,27,0,1,0,1812,0,1,1,3.0,4.0,0
moshier.net,0,11,,1,55,0,1,0,202,1,0,0,13.0,4.0,1
wegmanworld.com,0,15,,1,27,0,3,1,352,1,2,0,12.0,4.0,1
minorleaguebaseball.com,0,23,gvc.ceas-challenge.cc,1,50,0,2,0,167,1,1,0,14.0,3.0,1
lostpedia.com,0,13,,1,25,0,5,0,208,1,0,1,14.0,4.0,1
buyteachercreated.com,0,21,,1,48,0,1,0,178,1,0,0,14.0,4.0,1
lists.linuxjournal.com,0,22,gvc.ceas-challenge.cc,1,47,0,6,0,6424,20,2,1,2.0,4.0,0
merriam-webster.com,0,19,gvc.ceas-challenge.cc,1,25,0,5,0,407,2,1,1,13.0,4.0,1
got-fucked.com,0,14,gvc.ceas-challenge.cc,1,70,0,3,0,41,0,0,0,9.0,4.0,1
boxofficemojo.com,0,17,,1,67,0,10,0,312,1,1,0,21.0,4.0,1
michaelspub.com,0,15,gvc.ceas-challenge.cc,1,18,0,3,0,165,1,0,1,21.0,4.0,1
berekintza.com,0,14,gvc.ceas-challenge.cc,1,28,0,1,0,194,0,1,0,6.0,4.0,1
michaelconnelly.com,0,19,gvc.ceas-challenge.cc,1,27,2,10,1,399,1,0,0,12.0,4.0,1
gembook.org,0,11,python.org,1,61,0,6,0,7259,6,0,1,20.0,4.0,0
williamclaxton.com,0,18,gvc.ceas-challenge.cc,1,24,0,3,0,221,1,1,0,12.0,4.0,1
torrentfreak.com,0,16,gvc.ceas-challenge.cc,1,25,0,3,0,179,1,1,1,14.0,4.0,1
wolfram.com,0,11,gvc.ceas-challenge.cc,1,64,1,9,0,244,1,0,1,14.0,4.0,1
verizon.net,0,11,molsci.org,1,25,0,1,0,1194,1,0,1,6.0,4.0,0
ishiur.com,0,10,gvc.ceas-challenge.cc,1,56,0,1,1,210,1,0,0,12.0,4.0,1
ethicalhacker.net,0,17,gvc.ceas-challenge.cc,1,27,0,0,0,261,1,0,1,12.0,4.0,1
wiktionary.org,0,14,gvc.ceas-challenge.cc,1,32,0,6,0,455,1,1,0,12.0,4.0,1
massey.ac.nz,0,12,,1,19,0,4,0,415,0,0,0,23.0,4.0,0
washingtonpost.com,0,18,gvc.ceas-challenge.cc,1,41,0,2,0,182,1,0,0,7.0,4.0,1
cjdsurveillance.com,0,19,gvc.ceas-challenge.cc,1,50,0,2,0,148,1,0,0,13.0,4.0,1
time.com,0,8,gvc.ceas-challenge.cc,1,32,0,4,0,399,1,0,0,7.0,4.0,1
argusleader.com,0,15,gvc.ceas-challenge.cc,1,41,0,2,0,175,1,0,0,14.0,4.0,1
boston.com,0,10,gvc.ceas-challenge.cc,1,36,3,6,0,244,1,0,1,14.0,4.0,1
higheroctave.com,0,16,,1,28,0,3,0,143,1,0,1,4.0,4.0,1
foxnews.com,0,11,gvc.ceas-challenge.cc,1,50,0,4,0,305,1,0,0,20.0,4.0,1
verizon.net,0,11,srs.gov,1,30,0,3,0,1661,4,0,0,6.0,4.0,0
phillyethics.net,0,16,,1,13,0,0,0,180,1,0,0,12.0,4.0,1
gembook.org,0,11,python.org,1,65,0,7,0,360,2,1,0,20.0,4.0,0
secrethousewinery.com,0,21,gvc.ceas-challenge.cc,1,65,1,6,0,272,1,0,0,12.0,4.0,1
mayoclinic.com,0,14,gvc.ceas-challenge.cc,1,50,0,4,0,253,1,0,0,13.0,4.0,1
ccl4.org,1,8,cantrell.org.uk,1,32,0,3,0,1406,1,0,0,11.0,4.0,0
moshier.net,0,11,gvc.ceas-challenge.cc,1,61,0,4,0,339,1,1,0,14.0,4.0,1
rogers.com,0,10,opensuse.org,1,28,0,1,0,426,0,0,0,6.0,4.0,0
chip.org,0,8,,1,30,0,0,0,237,1,0,0,12.0,4.0,1
aaos.org,0,8,gvc.ceas-challenge.cc,1,63,0,14,0,172,1,0,1,12.0,4.0,1
massey.ac.nz,0,12,,1,49,0,5,0,2560,0,0,0,23.0,4.0,0
wolfram.com,0,11,gvc.ceas-challenge.cc,1,50,0,2,0,184,1,0,0,13.0,4.0,1
moncheribridals.com,0,19,,1,63,0,8,1,485,1,1,0,12.0,4.0,1
wegmanworld.com,0,15,,1,46,0,6,0,384,1,0,1,13.0,4.0,1
ipodsdirtysecret.com,0,20,gvc.ceas-challenge.cc,1,29,0,4,0,379,1,0,0,14.0,4.0,1
,0,0,gvc.ceas-challenge.cc,1,28,0,1,0,86,1,0,0,21.0,4.0,1
chea.org,0,8,,1,26,0,4,0,273,1,1,0,13.0,4.0,1
eway10.com,1,10,gvc.ceas-challenge.cc,1,18,0,3,0,297,0,0,1,6.0,4.0,0
washingtonpost.com,0,18,,1,39,1,30,0,192,1,4,0,14.0,4.0,1
moncheribridals.com,0,19,,1,50,0,1,1,191,1,0,0,14.0,4.0,1
licensemag.com,0,14,gvc.ceas-challenge.cc,1,41,0,3,0,192,1,2,0,12.0,4.0,1
ipodsdirtysecret.com,0,20,,1,40,0,2,0,173,1,0,0,12.0,4.0,1
uwmleader.com,0,13,,1,30,0,3,0,320,1,1,0,12.0,4.0,1
mailman.sys-con.com,0,19,gvc.ceas-challenge.cc,1,62,0,11,0,6192,2,8,1,0.0,4.0,0
sungardhe.com,0,13,gvc.ceas-challenge.cc,1,36,3,6,0,148,1,2,0,13.0,4.0,1
time.com,0,8,gvc.ceas-challenge.cc,1,49,0,6,0,197,1,0,0,12.0,4.0,1
washingtonpost.com,0,18,gvc.ceas-challenge.cc,1,53,1,1,0,265,1,0,0,14.0,4.0,1
identitytheory.com,0,18,,1,55,1,1,0,195,1,0,0,12.0,4.0,1
iabyn.com,0,9,perl.org,1,98,0,2,0,1312,1,0,0,11.0,4.0,0
peacefulmeadows.com,0,19,,1,39,1,5,0,163,1,3,0,14.0,4.0,1
peacefulmeadows.com,0,19,gvc.ceas-challenge.cc,1,57,0,3,0,179,1,0,0,12.0,4.0,1
moncheribridals.com,0,19,gvc.ceas-challenge.cc,1,49,0,6,0,163,1,4,0,13.0,4.0,1
phillyethics.net,0,16,,1,27,0,0,0,191,1,1,0,12.0,4.0,1
xtra.co.nz,1,10,,1,29,0,2,0,4554,0,3,1,23.0,4.0,0
athletesforacure.org,0,20,gvc.ceas-challenge.cc,1,29,0,4,0,362,1,0,1,18.0,4.0,1
braininabox.com,0,15,gvc.ceas-challenge.cc,1,16,0,2,0,166,0,0,0,12.0,4.0,1
sungardhe.com,0,13,gvc.ceas-challenge.cc,1,51,0,2,0,147,1,1,0,13.0,4.0,1
acm.org,0,7,opensuse.org,1,36,0,4,0,2644,0,2,1,3.0,4.0,0
zleader.com,0,11,gvc.ceas-challenge.cc,1,61,0,14,0,169,1,0,0,6.0,4.0,1
vanhoorick.com,0,14,gvc.ceas-challenge.cc,1,18,1,1,0,416,0,4,1,13.0,4.0,1
foxnews.com,0,11,gvc.ceas-challenge.cc,1,34,0,5,0,239,1,2,0,7.0,4.0,1
lists.cse.sc.edu,1,16,lists.cse.sc.edu,0,51,0,13,0,2720,4,0,1,3.0,4.0,0
phillyethics.net,0,16,gvc.ceas-challenge.cc,1,41,0,5,0,165,1,0,0,8.0,4.0,1
branch3es.info,1,14,gvc.ceas-challenge.cc,1,73,0,1,0,656,2,3,0,11.0,4.0,1
cs.nmsu.edu,1,11,,1,29,0,20,0,8895,5,0,1,4.0,4.0,0
tkk.fi,0,6,,1,94,0,15,0,2224,1,0,1,11.0,4.0,0
massey.ac.nz,0,12,,1,29,0,3,0,1539,2,0,1,23.0,4.0,0
opensuse.org,0,12,opensuse.org,0,32,0,2,0,853,3,0,0,6.0,4.0,0
canterbury.ac.nz,0,16,python.org,1,80,0,5,0,473,2,2,0,23.0,4.0,0
wolfram.com,0,11,gvc.ceas-challenge.cc,1,40,0,2,0,165,1,0,1,13.0,4.0,1
iki.fi,0,6,perl.org,1,30,0,2,0,882,1,0,0,6.0,4.0,0
stlmsd.com,0,10,gvc.ceas-challenge.cc,1,27,0,7,0,570,0,0,1,7.0,4.0,1
compaqnet.be,0,12,gvc.ceas-challenge.cc,1,17,0,2,0,165,0,0,0,14.0,4.0,1
csmd.edu,0,8,listserv.acm.org,1,25,0,4,0,3684,10,0,1,3.0,4.0,0
citylan.ru,0,10,gvc.ceas-challenge.cc,1,27,0,7,0,567,0,0,1,7.0,4.0,1
whoitv.com,0,10,gvc.ceas-challenge.cc,1,50,0,1,0,88,0,0,0,14.0,4.0,1
jishimv.com,1,11,gvc.ceas-challenge.cc,1,3,0,1,0,90,1,0,0,20.0,4.0,1
shamrocksgf.com,0,15,gvc.ceas-challenge.cc,1,69,0,3,0,91,0,0,0,14.0,4.0,1
iabyn.com,0,9,pobox.com,1,52,0,2,0,1925,0,1,1,11.0,4.0,0
wiktionary.org,0,14,gvc.ceas-challenge.cc,1,46,0,7,0,225,1,1,0,13.0,4.0,1
twitter.com,0,11,gvc.ceas-challenge.cc,1,39,0,3,0,325,3,0,0,11.0,4.0,0
mckenzieauction.com,0,19,gvc.ceas-challenge.cc,1,27,0,7,0,570,0,0,1,7.0,4.0,1
,0,0,gvc.ceas-challenge.cc,1,32,0,1,0,81,1,0,0,13.0,4.0,1
twitter.com,0,11,gvc.ceas-challenge.cc,1,39,0,3,0,374,3,0,0,11.0,4.0,0
la-z-boy.com,0,12,gvc.ceas-challenge.cc,1,27,0,7,0,589,0,0,1,7.0,4.0,1
uteinc.com,0,10,gvc.ceas-challenge.cc,1,27,1,1,0,410,0,1,1,12.0,4.0,1
michaelpage.com.br,1,18,gvc.ceas-challenge.cc,1,27,0,7,0,578,0,0,1,7.0,4.0,1
seancolter.com,0,14,gvc.ceas-challenge.cc,1,27,0,7,0,561,0,0,1,7.0,4.0,1
autologsolutions.com,1,20,gvc.ceas-challenge.cc,1,27,0,7,0,587,0,0,1,7.0,4.0,1
uradio.dk,0,9,gvc.ceas-challenge.cc,1,62,0,2,0,89,0,0,0,14.0,4.0,1
twitter.com,0,11,gvc.ceas-challenge.cc,1,39,0,3,0,375,3,0,0,11.0,4.0,0
networkingcolorado.com,0,22,gvc.ceas-challenge.cc,1,27,0,7,0,586,0,0,1,7.0,4.0,1
stimothy.org,0,12,gvc.ceas-challenge.cc,1,41,0,1,0,247,1,1,0,18.0,4.0,1
4loosediamonds.com,1,18,gvc.ceas-challenge.cc,1,27,0,7,0,561,0,0,1,7.0,4.0,1
asp-one.com,0,11,gvc.ceas-challenge.cc,1,27,0,7,0,560,0,0,1,7.0,4.0,1
interceptyouth.com,0,18,gvc.ceas-challenge.cc,1,27,0,7,0,589,0,0,1,7.0,4.0,1
twitter.com,0,11,gvc.ceas-challenge.cc,1,39,0,3,0,361,3,0,0,11.0,4.0,0
